シンボル,詳細,テクニカルの評価 1日,移動平均線の評価 1日,オシレーターの評価 1日,RSI (相対力指数) (14) 1日,MOM (モメンタム) (10) 1日,AO (オーサム・オシレーター) 1日,CCI (商品チャネル指数) (20) 1日,"STOCH (ストキャスティクス) (14,3,3) 1日, %K","STOCH (ストキャスティクス) (14,3,3) 1日, %D",ローソク足パターン 1日
JTNB,"JTNB Bancorp, Inc.",買い,強い買い,中立,63.115991662727716,0.3000000000000007,0.74526029411766,91.54178411372175,31.145149525893476,29.005089687405164,
AFIB,"Acutus Medical, Inc.",売り,強い売り,売り,47.207173779133356,0,-0.00015444117647058848,17.54385964912277,-1.1842378929335002e-15,7.894919286223336e-15,
PONT,"Pontiac Bancorp, Inc.",強い買い,強い買い,中立,66.21015126230763,105,56.18886764705928,171.372970134208,98.41269841269843,98.94179894179895,
CAIB,California International Bank NA,買い,強い買い,中立,56.26165707067275,0.03589999999999999,0.030794552941176515,141.76279332591815,78.36919540229886,71.65579145067987,
WFCF,"Where Food Comes From, Inc.",買い,買い,買い,51.56334627551626,0.14000000000000057,-0.021843235294102925,140.63437996096934,59.89638802869674,43.55741951976656,
KNRX,Knorex Ltd. Class A,売り,強い売り,買い,33.69072262094515,-0.29799999999999993,-0.37908029411764566,-126.41651112398355,11.349516622723279,11.253625204920782,"トンカチ, 上影線"
AMFC,AMB Financial Corp.,買い,強い買い,中立,93.36918969037089,2.6999999999999957,2.247542647058829,114.06619385342792,100,100,
MBAV,M3-Brigade Acquisition V Corp. Class A,買い,買い,中立,50.60023484977302,0,-0.0009588235294053504,30.733224525016485,56.0000000000007,51.55555555555636,
ZTR,Virtus Total Return Fund Inc,強い買い,強い買い,中立,76.37434979929816,0.2699999999999996,0.225893529411767,175.6642559037764,97.03703703703702,96.43913791821772,
MHH,"Mastech Digital, Inc.",売り,強い売り,売り,47.27585835928836,-0.07000000000000028,-0.10005617647058429,-3.33587658818113,12.962962962963013,12.851851851851881,"トウバ, 上影線"
IZM,"ICZOOM Group, Inc. Class A",売り,強い売り,中立,35.61741832952933,-0.29000000000000004,-0.6187938235294113,-99.57148315488507,9.629368595337192,7.368386940799639,
ZEVY,"Lightning eMotors, Inc",売り,強い売り,買い,48.49348489578952,0,-0.003125641176470591,-36.78163801786215,0.03300016500082496,0.03300016500081699,
RDAR,"Telvantis, Inc.",強い売り,強い売り,売り,42.402388749371404,-0.00009999999999999996,-0.000014558823529411621,-153.76884422110564,16.666666666666657,44.444444444444436,"トウバ, 上影線"
RINO,RINO International Corp.,中立,中立,中立,49.5341781272643,0,0.000011647058823529468,37.037037037036946,100,100,
EVF,Eaton Vance Senior Income Trust,売り,強い売り,中立,45.81713187570809,-0.02999999999999936,-0.032235882352912526,-93.94477469826188,20.409478145023474,15.161796726862647,
STAFQ,"Staffing 360 Solutions, Inc.",強い売り,強い売り,中立,18.630879567489302,0,-0.36426142941176476,-47.7321817013653,0.05500091668194664,0.0916681944699098,
FERA,Fifth Era Acquisition Corporation I Class A,買い,強い買い,中立,51.19953896186421,0,-0.016500000000004178,24.528301886802147,100,73.3333333333331,"トンボ, 下影線"
OSBK,Oconee Financial Corporation,強い買い,強い買い,買い,84.53755837387942,4.700000000000003,3.868342647058796,223.00185706893635,99.99999999999999,100,
ITIC,Investors Title Company,買い,強い買い,買い,58.68405641538322,16.23999999999998,18.95607382352938,78.45315306787474,73.91420338714943,82.62500846601326,
MAAL,"Marketing Alliance, Inc.",売り,強い売り,中立,43.987442879436905,-0.040000000000000036,0.0026164705882369965,-131.73668888284837,60.606060606060616,75.16518569150145,
JKSM,Jacksam Corp.,売り,強い売り,買い,39.87800532146118,0.00019999999999999998,-0.001141029411764708,-3.2188841201716825,55.555555555555564,62.96296296296296,
OYSE,Oyster Enterprises II Acquisition Corp Class A,買い,強い買い,中立,63.885936294737384,0.11999999999999922,0.07766323529412666,129.30752369484293,84.31372549019572,82.6797385620913,
ALTX,"Altex Industries, Inc.",売り,強い売り,中立,46.1426143509825,0.0010000000000000009,-0.009481485294117742,-77.63785415318021,25.99999999999999,32.22222222222219,
LEVGQ,Lion Electric Company,売り,売り,中立,50.38686899198102,-0.014,0.0011086764705882336,7.85115621528828,28.672316384180792,30.150737930328035,
CPMV,Mosaic ImmunoEngineering Inc,強い売り,強い売り,中立,41.995003088642115,-0.27499999999999997,-0.04121338823529408,-159.1933784751203,34.403794739111696,50.100215610176804,
XTKG,"X3 Holdings Co., Ltd.",売り,強い売り,中立,29.244081865999846,-0.3954,-0.4880717352941164,-30.418508774776402,21.130788258483115,25.29923893439648,
GPLS,"Geopulse Exploration, Inc.",売り,強い売り,買い,40.773142530644236,-0.014190000000000001,-0.013802220588235305,-149.38236466101222,12.245961403034544,11.902313038711503,
SAGT,Sagtec Global Ltd. Class A,強い売り,強い売り,売り,29.138606312293902,-0.6099999999999999,-0.31907558823529536,-206.61859513143284,12.212915051574228,8.29118861941546,
TMSH,TransGlobal Assets Inc.,買い,強い買い,中立,56.611563431079,0,0.00003039705882352953,97.76626740045327,100,100,
NXGB,"NxGen Brands, Inc.",売り,強い売り,買い,41.671503202345704,-0.00009999999999999994,-0.0004774999999999987,-113.84615384615408,28.33333333333334,20.000000000000004,"トンボ, 下影線"
XHLD,"TEN Holdings, Inc.",中立,売り,中立,52.470994199884124,-1.0899999999999999,1.0358499999999946,41.82039244888052,48.339956723190255,50.37812263361166,陰の丸坊主
AMLM,"American Lithium Minerals, Inc.",買い,強い買い,中立,58.766528744654,0.04100000000000001,0.0653136323529411,54.445368875204736,56.42782377010183,59.80270878929173,
STME,"Stimcell Energetics, Inc.",売り,強い売り,売り,46.64974997311736,-0.020000000000000018,0.033978970588234625,-57.863716268950675,47.08333333333334,70.84543085799368,
ENDO,Endocan Corporation,中立,売り,買い,49.28004578428992,0,0.000007570588235294103,39.21568627450919,66.66666666666667,77.77777777777781,
ATCV,ATC Venture Group Inc.,売り,強い売り,買い,45.37591446751519,0,-0.0004989705882352921,-38.51154810257233,7.031412489292658e-15,7.0067408665232105e-15,
YUKA,Yuka Group Inc.,中立,売り,中立,47.27607355253769,-0.007599999999999996,-0.003957205882352946,-69.21706889616404,47.67499999999999,51.284053497942374,
NRC,National Research Corporation,売り,強い売り,中立,31.084957739910493,-5.790000000000001,-3.6739438235295196,-156.42034699003997,8.594243987400057,9.615928326109627,
BOF,BranchOut Food Inc.,売り,売り,中立,45.27571175040374,-0.17999999999999972,-0.1971547058823533,-79.03079134218615,22.57709117581096,18.42373239520281,
CHAI,"Core AI Holdings, Inc.",売り,強い売り,売り,40.22345114692397,-0.5449999999999999,-0.54502794117646,-70.76627885232992,27.53086419753087,20.123456790123456,
CVHL,"CV Holdings, Inc.",強い売り,強い売り,売り,47.50153229513615,-0.007199999999999998,-0.0030866617647058846,-67.62155648561004,14.02150537634409,14.093189964157707,
POLA,"Polar Power, Inc.",売り,強い売り,中立,44.87136324292433,-0.18999999999999995,-0.27433286764705955,-39.78378932267651,16.21290455266421,9.860126874703687,
SPRC,SciSparc Ltd.,売り,強い売り,中立,22.850705941585005,-0.21909999999999996,-0.4447650088235289,-89.873580443448,18.01103401083915,13.562198917895948,"トンカチ, 上影線"
HPIL,HPIL Holding,売り,売り,買い,100,0,2.752857078576476e-21,-35.0877192982456,0,0,
VIPZ,VIP Play Inc.,買い,強い買い,中立,71.89078990541094,0.03799999999999998,0.10230017352941168,109.88506329238515,95.64083270629548,93.46425884123403,
CNXS,Connexus Corporation,中立,売り,買い,47.91081577654342,0,3.1763735522036263e-21,-35.087719298245595,1.8947806286936004e-14,2.0526790144180672e-14,
VTYB,"Victory Bancorp, Inc.",買い,強い買い,中立,88.84962405765879,2.0500000000000007,1.9587088235294132,112.19876325175437,96.67943805874837,96.55172413793098,
EGG,Enigmatig Limited Class A,売り,売り,売り,48.03395907824869,-0.6849999999999996,-0.00822941176470593,-76.91319979455615,29.15254237288134,31.13815249408468,
GEDC,"CalEthos, Inc.",売り,強い売り,中立,40.551371083866485,-0.108654,-0.135606897058823,-100.20800005252269,21.204690117252934,18.973364298025384,陰の丸坊主
XHG,XChange TEC.INC Sponsored ADR,売り,強い売り,中立,48.9353857326355,-0.00880000000000003,-0.0066027058823530105,-19.774949126957793,21.255555555555556,20.787407407407418,
GCEI,"Global Clean Energy, Inc.",売り,強い売り,中立,44.90972759410607,-0.0011999999999999927,-0.0028235441176471254,38.513504763467374,76.28732849071832,79.93812214151198,"カラカサ, 下影線"
CRMZ,"CreditRiskMonitor.com, Inc.",買い,強い買い,中立,52.56301423881642,0.050000000000000266,-0.002349117647052257,5.688185351778201,19.09090909090905,10.747474747474714,
GPUS,"Hyperscale Data, Inc.",強い売り,強い売り,売り,40.24510606199943,-0.031799999999999995,-0.05058924999999723,-69.86872776346462,24.16839881313015,18.832594786655353,
AMEN,"AMEN Properties, Inc.",強い売り,強い売り,売り,44.930579612861514,-6,-5.8054438235297425,-127.83227656714259,40.45143869637791,34.10155014576495,下影線
BILSU,Belle Isle Corporation,売り,強い売り,中立,40.37511269556482,-0.0199,-0.052952647058823604,-59.71294345055725,-2.3684757858670005e-15,-4.046146134189459e-15,
FMCB,Farmers & Merchants Bancorp,買い,強い買い,売り,71.64418848534652,45,41.92816911764862,155.64827489941985,88.15362228182342,93.95344347819368,"トウバ, 上影線"
SENR,"Strategic Environmental & Energy Resources, Inc.",売り,強い売り,中立,48.42415938387362,-0.0013750000000000012,-0.0033268823529411864,19.33863479929095,58.044467787114854,49.021358543417364,
AAME,Atlantic American Corporation,売り,強い売り,買い,37.85452931401068,-0.18999999999999995,-0.21930882352941516,-114.05752823296162,13.194444444444443,11.184047866290861,トンカチ
KUBR,Kuber Resources Corporation,売り,強い売り,買い,27.310442422616376,-6.390000000000001,-3.6208823529411767,-93.20282030639159,4.969914105920729,5.0893390289835185,
MODD,Modular Medical Inc,売り,強い売り,売り,46.510255375887276,-0.0393,0.009177073529411939,-138.588098044743,11.46693612992501,15.645983540892894,
HRGG,"Heritage NOLA Bancorp, Inc.",買い,強い買い,中立,59.419425447407065,0.3000000000000007,0.3813823529411735,99.06527709645817,98.42592592592592,97.56172839506173,
WSBK,"Winchester Bancorp, Inc.",買い,強い買い,中立,75.5091024425298,1.1999999999999993,0.94332617647059,137.07449200369834,97.1976788265827,97.47316708175994,
EDXC,Endexx Corporation,中立,売り,買い,48.29021891831994,-0.00015000000000000007,-0.0001751029411764726,-16.921508664628035,30.555555555555568,24.259259259259267,
FPS,"Forgent Power Solutions, Inc. Class A",中立,中立,中立,,,,,,,陰のコマ
NATM,Natama Investment Group Inc.,強い売り,強い売り,売り,44.62348495293441,-0.525625,-0.37351420000000013,-82.94978220593396,16.06302478439214,17.04464996640233,陰の丸坊主
FUST,"Fuse Group Holding, Inc.",強い売り,強い売り,売り,42.35679501215735,-0.02099999999999999,-0.20750775000000027,-85.55293397350968,13.925403670990377,15.191194476361453,
CGBSF,Crown LNG Holdings Limited,売り,強い売り,買い,45.55697018810015,0,-0.00002394411764705887,-0.3335000833760189,66.44295302013424,66.44295302013424,
ILALD,"International Land Alliance, Inc.",中立,売り,中立,46.09926996828984,-0.9900000000000002,-1.7430117647058854,-15.649987495691349,66.27628125941085,54.670629384477856,"トンボ, カラカサ, 下影線"
SPEC,"Spectaire Holdings, Inc.",中立,中立,中立,50.55207671073966,0,-0.000024411764705882446,39.21568627450986,100,66.66666666666666,
WFF,WF Holding Limited,売り,強い売り,中立,42.23864977996376,-0.022699999999999998,-0.046974473529412475,-82.39501496244907,21.888888888888886,20.167195767195775,陰のコマ
NAMI,Jinxin Technology Holding Company ADR,強い売り,強い売り,中立,40.225075659654415,-0.03700000000000003,-0.09204790882353042,-92.21701257797126,19.76676356105668,16.692255696882984,
GGEI,Green Giant Inc.,売り,強い売り,買い,48.24021616575278,0,-0.0000014705882352940769,-35.08771929824572,0,-7.105427357601002e-15,
VTAK,"Catheter Precision, Inc.",売り,強い売り,中立,47.30757243441956,-0.17000000000000015,-0.10432972058823253,-57.5207605305676,27.73333333333332,19.626078971533488,
EZGO,EZGO Technologies Ltd.,売り,強い売り,中立,39.38049540473638,-0.1200000000000001,-0.26132941176467983,-84.30828064228804,25.80645161290322,19.82730531117628,
PHXE/P,"Phoenix Energy One, LLC 10% Red Cum Pfd Shs Series A",買い,強い買い,買い,80.28267543135293,2.0150000000000006,1.4594500000000075,193.79542005407924,88.4787472035794,88.42281879194631,
JBK,Corporate Backed Tr Ctfs 3 1/2 % 2004-15.2.34 Ser 2004-6 Based on 6.345% Cap Secs34 GoldSach,買い,強い買い,中立,59.25557372584197,0.5000999999999998,0.3439582352941315,126.67057237440456,70.45092770381176,70.15879499242351,
BRSHF,Bruush Oral Care Inc,売り,強い売り,中立,48.20524870161814,0.00009999999999999996,-0.00013058823529411753,-53.22862129144854,13.333333333333309,6.666666666666646,陽の丸坊主
TPICQ,"TPI Composites, Inc.",売り,強い売り,買い,43.88498846192283,-0.0017499999999999998,-0.0022680882352941155,-109.52511104789366,16.111111111111118,13.327160493827158,陽のコマ
NTRB,"Nutriband, Inc.",売り,強い売り,中立,44.65634283406438,-0.6099999999999994,-0.2015185294117785,-61.81772157239163,15.811965811965782,16.239316239316196,
ADHC,American Diversified Holdings Corporation,中立,売り,中立,51.799838563853854,0.00019999999999999998,0.0001864117647058822,68.00479328939448,61.9047619047619,79.36507936507937,
VRCI,"Verde Science, Inc.",売り,強い売り,買い,45.22361185968688,0,-0.0000029117647058823525,-35.08771929824562,0,0,
HPTO,hopTo Inc.,買い,買い,買い,59.687387834027334,0.05100000000000002,0.06860588235294093,71.60048134777381,84.4444444444445,84.61352657004835,
THQ,abrdn Healthcare Opportunities Fund of Benef Interest,売り,売り,中立,42.78747733631835,-0.3200000000000003,-0.39715264705887776,-83.63719649583969,13.661093418259062,12.991997843609468,
AIUG,AI Unlimited Group Inc,売り,強い売り,中立,28.09168545169763,-2.0995,-1.4109729411764704,-222.62199788657088,0.15343627512518082,3.14920043943737,
NYMXF,Nymox Pharmaceutical Corp,強い売り,強い売り,中立,42.911521954671,-0.012999999999999998,-0.010883676470588313,-97.91406502936951,6.133088009812941,9.420681963157483,"トウバ, 上影線"
UTRX,Unitronix Corporation,買い,買い,買い,56.77832871934339,0.001850000000000001,0.0011051264705880977,146.6748478786326,32.47173972980425,22.890818858560788,同時線
XMTTF,Xmet Inc.,売り,強い売り,売り,42.40453543432821,-0.0015990000000000002,-0.001432823529411767,-126.69662145453356,-5.329070518200751e-15,-4.736951571734001e-15,
VIVK,"Vivakor, Inc.",中立,中立,買い,52.075823036401665,0.0137,-0.003619558823529462,325.1460102475902,85.96184419713832,65.5569143804438,
AMBK,American Bank Incorporated,強い買い,強い買い,買い,57.763902559146096,1.3999999999999986,0.7301264705882424,135.60160448127291,45.77356479366525,50.02208009745692,
IENT,"iEntertainment Network, Inc.",強い買い,強い買い,買い,55.179805978145126,0.0146,0.005361911764705882,69.2872823601124,49.746390341050535,54.24238652393992,
ICLD,"InterCloud Systems, Inc.",売り,強い売り,買い,44.81775710845256,0,7.284483346386983e-20,-35.08771929824561,0,-2.842170943040401e-14,
INXTF,INX LIMITED,強い売り,強い売り,売り,33.23673034802893,-0.06,-0.06114705882352954,-185.07462686567078,7.5,9.444444444444443,"トンボ, 下影線"
AVK,Advent Convertible and Income Fund,強い買い,強い買い,中立,54.01121535064214,-0.030000000000001137,-0.06659911764705839,26.879840976079937,59.99999999999989,44.30555555555541,
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc,買い,強い買い,中立,72.46948693557994,1.1000000000000014,0.6106097058823785,201.38527658443167,96.15873662665162,93.83952501270664,
CRT,Cross Timbers Royalty Trust,中立,買い,中立,52.92308872404686,-0.22000000000000064,0.1742367647058849,-19.01568794253585,37.222222222222335,39.62962962962974,
FOFO,"Hang Feng Technology Innovation Co., Ltd.",売り,強い売り,買い,39.10430143690679,0.009999999999999787,-1.485946470588246,-128.529915346989,31.707089552238795,21.008334360023493,下影線
